,fee,amount_sc,3D_secured,card_Diners,card_Master,card_Visa,country_Austria,country_Germany,country_Switzerland,PSP_Goldcard,PSP_Moneycard,PSP_Simplecard,PSP_UK_Card,success_max
5377,2.0,0.4038461538461538,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5378,0.5,0.4038461538461538,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5379,2.0,0.4038461538461538,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5380,0.5,0.4038461538461538,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5381,2.0,0.4038461538461538,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5382,4.0,0.4038461538461538,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5383,1.0,0.4038461538461538,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5384,1.0,0.4054487179487179,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5385,2.0,0.4054487179487179,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5386,0.5,0.4054487179487179,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5387,5.0,0.4054487179487179,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5388,1.0,0.4054487179487179,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5389,3.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5390,2.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5391,0.5,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5392,2.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5393,0.5,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5394,1.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5395,4.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5396,0.5,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5397,1.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5398,2.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5399,3.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5400,5.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5401,7.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5402,3.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5403,2.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5404,1.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5405,1.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5406,2.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5407,2.0,0.4054487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5408,0.5,0.4054487179487179,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5409,5.0,0.4054487179487179,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5410,5.0,0.4054487179487179,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5411,10.0,0.4054487179487179,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5412,1.0,0.4054487179487179,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5413,7.0,0.4054487179487179,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5414,1.0,0.4054487179487179,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5415,5.0,0.4054487179487179,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5416,0.5,0.4054487179487179,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5417,10.0,0.4054487179487179,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5418,2.0,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5419,0.5,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5420,1.0,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5421,4.0,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5422,3.0,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5423,3.0,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5424,2.0,0.407051282051282,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5425,5.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5426,4.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5427,0.5,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5428,3.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5429,3.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5430,1.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5431,1.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5432,1.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5433,0.5,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5434,2.0,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5435,0.5,0.407051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5436,0.5,0.407051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5437,5.0,0.407051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5438,10.0,0.407051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5439,2.0,0.407051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5440,3.0,0.407051282051282,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5441,1.0,0.4086538461538461,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5442,0.5,0.4086538461538461,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5443,5.0,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5444,5.0,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5445,1.0,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5446,2.0,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5447,0.5,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5448,0.5,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5449,0.5,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5450,2.0,0.4086538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5451,2.0,0.4086538461538461,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5452,5.0,0.4086538461538461,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5453,3.0,0.4086538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5454,1.0,0.4086538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5455,1.0,0.4086538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5456,1.0,0.4086538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5457,2.0,0.4086538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5458,2.0,0.4102564102564102,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5459,2.0,0.4102564102564102,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5460,2.0,0.4102564102564102,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5461,1.0,0.4102564102564102,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5462,0.5,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5463,1.0,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5464,2.0,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5465,2.0,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5466,0.5,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5467,1.0,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5468,0.5,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5469,2.0,0.4102564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5470,3.0,0.4102564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5471,2.0,0.4102564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5472,0.5,0.4102564102564102,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5473,3.0,0.4102564102564102,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5474,0.5,0.4102564102564102,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5475,0.5,0.4118589743589743,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5476,5.0,0.4118589743589743,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5477,1.0,0.4118589743589743,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5478,5.0,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5479,0.5,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5480,5.0,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5481,2.0,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5482,0.5,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5483,1.0,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5484,2.0,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5485,0.5,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5486,1.0,0.4118589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5487,0.5,0.4118589743589743,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5488,2.0,0.4118589743589743,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5489,1.0,0.4118589743589743,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5490,5.0,0.4118589743589743,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5491,1.0,0.4118589743589743,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5492,5.0,0.4118589743589743,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5493,2.0,0.4118589743589743,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5494,2.0,0.4118589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5495,2.0,0.4118589743589743,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5496,1.0,0.4118589743589743,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5497,1.0,0.4118589743589743,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5498,1.5,0.4134615384615384,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5499,1.0,0.4134615384615384,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5500,10.0,0.4134615384615384,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5501,1.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5502,0.5,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5503,1.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5504,9.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5505,2.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5506,1.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5507,0.5,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5508,1.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5509,5.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5510,2.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5511,1.0,0.4134615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5512,0.5,0.4134615384615384,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5513,5.0,0.4134615384615384,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5514,2.0,0.4134615384615384,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5515,2.0,0.4134615384615384,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5516,1.0,0.4134615384615384,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5517,10.0,0.4134615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5518,0.5,0.4134615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5519,1.0,0.4134615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5520,3.0,0.4134615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5521,5.0,0.4134615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5522,2.0,0.4134615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5523,0.5,0.4150641025641025,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5524,2.0,0.4150641025641025,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5525,1.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5526,0.5,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5527,0.5,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5528,1.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5529,2.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5530,2.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5531,1.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5532,1.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5533,2.0,0.4150641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5534,2.0,0.4150641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5535,4.0,0.4150641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5536,10.0,0.4150641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5537,2.0,0.4150641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5538,4.0,0.4150641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5539,4.0,0.4150641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5540,7.0,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5541,0.5,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5542,0.5,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5543,1.0,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5544,2.0,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5545,0.5,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5546,3.0,0.4150641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5547,2.0,0.4166666666666666,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5548,1.0,0.4166666666666666,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5549,0.5,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5550,2.0,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5551,5.0,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5552,0.5,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5553,1.0,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5554,0.5,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5555,1.0,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5556,10.0,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5557,5.0,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5558,0.5,0.4166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5559,1.0,0.4166666666666666,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5560,5.0,0.4166666666666666,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5561,2.0,0.4166666666666666,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5562,1.0,0.4166666666666666,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5563,0.5,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5564,3.0,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5565,5.0,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5566,1.5,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5567,2.0,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5568,10.0,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5569,2.0,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5570,1.0,0.4166666666666666,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5571,1.0,0.4182692307692307,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5572,1.0,0.4182692307692307,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5573,2.0,0.4182692307692307,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5574,0.5,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5575,10.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5576,4.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5577,1.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5578,4.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5579,0.5,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5580,2.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5581,1.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5582,3.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5583,7.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5584,2.0,0.4182692307692307,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5585,5.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5586,1.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5587,5.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5588,2.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5589,3.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5590,2.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5591,1.0,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5592,0.5,0.4182692307692307,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5593,5.0,0.4182692307692307,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5594,1.0,0.4182692307692307,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5595,1.0,0.4198717948717948,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5596,1.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5597,2.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5598,1.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5599,1.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5600,2.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5601,2.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5602,1.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5603,3.0,0.4198717948717948,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5604,1.0,0.4198717948717948,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5605,0.5,0.4198717948717948,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5606,1.0,0.4198717948717948,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5607,0.5,0.4198717948717948,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5608,1.0,0.4198717948717948,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
