,country,amount,3D_secured,card,country_Austria,country_Germany,country_Switzerland,card_Diners,card_Master,card_Visa,purchase,PSP,fee,success_max,transaction_count
2208,Austria,146,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,18630,UK_Card,2.0,0,2
2209,Austria,146,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,19001,Simplecard,0.5,0,1
2210,Austria,146,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,19001,UK_Card,1.0,0,1
2211,Austria,146,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,4935,UK_Card,3.0,1,1
2212,Austria,146,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,6943,Goldcard,10.0,1,1
2213,Austria,146,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19277,Goldcard,10.0,1,1
2214,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,11993,Moneycard,2.0,0,1
2215,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,11993,Simplecard,1.5,1,2
2216,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,11993,UK_Card,3.0,0,3
2217,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,18004,Moneycard,6.0,0,3
2218,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,18004,Simplecard,1.0,0,2
2219,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,18004,UK_Card,4.0,0,4
2220,Austria,147,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,18436,UK_Card,3.0,1,1
2221,Austria,147,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4478,Simplecard,0.5,0,1
2222,Austria,147,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4478,UK_Card,1.0,0,1
2223,Austria,147,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7256,Moneycard,2.0,0,1
2224,Austria,147,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7256,UK_Card,3.0,1,1
2225,Austria,147,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,15262,Simplecard,0.5,0,1
2226,Austria,147,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,15262,UK_Card,2.0,0,2
2227,Austria,147,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,8923,Goldcard,5.0,0,1
2228,Austria,147,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,22921,Simplecard,0.5,0,1
2229,Austria,147,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,7855,Simplecard,0.5,0,1
2230,Austria,147,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,8513,Goldcard,10.0,1,1
2231,Austria,147,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,21171,Simplecard,0.5,0,1
2232,Austria,147,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,21171,UK_Card,3.0,1,1
2233,Austria,148,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,3873,Simplecard,0.5,0,1
2234,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4333,UK_Card,3.0,1,1
2235,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6798,Simplecard,0.5,0,1
2236,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6798,UK_Card,1.0,0,1
2237,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7041,UK_Card,1.0,0,1
2238,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13652,Simplecard,0.5,0,1
2239,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17223,Simplecard,1.5,1,2
2240,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17223,UK_Card,1.0,0,1
2241,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19430,Simplecard,0.5,0,1
2242,Austria,148,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23734,Simplecard,0.5,0,1
2243,Austria,148,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,3422,Moneycard,2.0,0,1
2244,Austria,148,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,3422,UK_Card,3.0,0,3
2245,Austria,148,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,7694,UK_Card,2.0,0,2
2246,Austria,148,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,17457,Goldcard,5.0,0,1
2247,Austria,148,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,1755,UK_Card,1.0,0,1
2248,Austria,149,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,4314,Simplecard,1.0,1,1
2249,Austria,149,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,5023,Moneycard,7.0,1,2
2250,Austria,149,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,5023,UK_Card,1.0,0,1
2251,Austria,149,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,8940,Simplecard,1.0,1,1
2252,Austria,149,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,8989,Simplecard,0.5,0,1
2253,Austria,149,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,8989,UK_Card,3.0,0,3
2254,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1278,UK_Card,3.0,1,1
2255,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3158,Moneycard,2.0,0,1
2256,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3158,Simplecard,1.0,1,1
2257,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9460,Simplecard,0.5,0,1
2258,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9460,UK_Card,1.0,0,1
2259,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9827,Goldcard,5.0,0,1
2260,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,11946,UK_Card,3.0,1,1
2261,Austria,149,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20748,Simplecard,0.5,0,1
2262,Austria,149,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,13473,UK_Card,3.0,1,1
2263,Austria,149,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,14053,Goldcard,10.0,1,1
2264,Austria,149,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19179,Simplecard,0.5,0,1
2265,Austria,149,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19314,Simplecard,0.5,0,1
2266,Austria,149,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,20851,Simplecard,0.5,0,1
2267,Austria,149,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,20851,UK_Card,1.0,0,1
2268,Austria,149,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,1430,Simplecard,1.5,1,2
2269,Austria,149,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,6137,Moneycard,5.0,1,1
2270,Austria,149,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16810,Simplecard,1.0,0,2
2271,Austria,149,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16810,UK_Card,3.0,0,3
2272,Austria,149,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,26609,Moneycard,2.0,0,1
2273,Austria,149,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,26609,UK_Card,3.0,1,1
2274,Austria,149,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,1339,Moneycard,5.0,1,1
2275,Austria,149,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,1339,UK_Card,1.0,0,1
2276,Austria,150,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,8050,Moneycard,5.0,1,1
2277,Austria,150,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,8050,Simplecard,0.5,0,1
2278,Austria,150,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,11177,Goldcard,5.0,0,1
2279,Austria,150,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,11177,UK_Card,3.0,0,3
2280,Austria,150,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20230,Goldcard,10.0,1,1
2281,Austria,150,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20230,UK_Card,1.0,0,1
2282,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3493,Simplecard,1.0,1,1
2283,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3493,UK_Card,1.0,0,1
2284,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3552,UK_Card,2.0,0,2
2285,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4316,Moneycard,2.0,0,1
2286,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4316,UK_Card,1.0,0,1
2287,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7167,Simplecard,0.5,0,1
2288,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12875,Simplecard,0.5,0,1
2289,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12875,UK_Card,1.0,0,1
2290,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,15749,Moneycard,5.0,1,1
2291,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,16647,Goldcard,5.0,0,1
2292,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17550,Moneycard,4.0,0,2
2293,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17550,UK_Card,3.0,1,1
2294,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18107,Moneycard,2.0,0,1
2295,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18107,UK_Card,1.0,0,1
2296,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21283,Moneycard,2.0,0,1
2297,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23270,Simplecard,0.5,0,1
2298,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23983,Moneycard,2.0,0,1
2299,Austria,150,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23983,UK_Card,4.0,1,2
2300,Austria,150,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10604,Moneycard,2.0,0,1
2301,Austria,150,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,14107,UK_Card,1.0,0,1
2302,Austria,150,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,26063,Moneycard,2.0,0,1
2303,Austria,150,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,26063,UK_Card,1.0,0,1
2304,Austria,150,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,26333,UK_Card,2.0,0,2
2305,Austria,150,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,21498,Moneycard,5.0,1,1
2306,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,813,Simplecard,0.5,0,1
2307,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,813,UK_Card,3.0,1,1
2308,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,6604,Simplecard,0.5,0,1
2309,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,6604,UK_Card,4.0,1,2
2310,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,8408,Simplecard,0.5,0,1
2311,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,8408,UK_Card,2.0,0,2
2312,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,8413,Moneycard,2.0,0,1
2313,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,22301,UK_Card,3.0,1,1
2314,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,27316,Moneycard,2.0,0,1
2315,Austria,150,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,27316,UK_Card,1.0,0,1
2316,Austria,151,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,3068,Moneycard,2.0,0,1
2317,Austria,151,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,14333,UK_Card,4.0,1,2
2318,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1686,UK_Card,5.0,1,3
2319,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12018,UK_Card,3.0,1,1
2320,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12824,Simplecard,0.5,0,1
2321,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12824,UK_Card,4.0,1,2
2322,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,14583,Simplecard,0.5,0,1
2323,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,14583,UK_Card,1.0,0,1
2324,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17078,Simplecard,1.0,1,1
2325,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23274,Simplecard,1.0,1,1
2326,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23274,UK_Card,1.0,0,1
2327,Austria,151,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,26142,UK_Card,3.0,1,1
2328,Austria,151,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,4473,Goldcard,5.0,0,1
2329,Austria,151,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,13264,Goldcard,5.0,0,1
2330,Austria,151,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,13264,Moneycard,2.0,0,1
2331,Austria,151,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,13264,UK_Card,4.0,1,2
2332,Austria,151,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,8600,UK_Card,3.0,1,1
2333,Austria,151,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,21053,Moneycard,5.0,1,1
2334,Austria,151,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,6560,UK_Card,1.0,0,1
2335,Austria,151,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,14368,Simplecard,1.0,0,2
2336,Austria,151,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,6250,Simplecard,1.0,1,1
2337,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,2273,Goldcard,5.0,0,1
2338,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4445,UK_Card,1.0,0,1
2339,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,5044,UK_Card,3.0,1,1
2340,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6531,UK_Card,1.0,0,1
2341,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7965,Moneycard,2.0,0,1
2342,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9017,Moneycard,2.0,0,1
2343,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9017,Simplecard,0.5,0,1
2344,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9017,UK_Card,3.0,1,1
2345,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17059,Goldcard,5.0,0,1
2346,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17059,UK_Card,3.0,0,3
2347,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19995,UK_Card,1.0,0,1
2348,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21164,UK_Card,3.0,1,1
2349,Austria,152,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,24731,UK_Card,1.0,0,1
2350,Austria,152,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,5665,UK_Card,4.0,1,2
2351,Austria,152,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,23647,Moneycard,2.0,0,1
2352,Austria,152,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,23647,UK_Card,7.0,1,5
2353,Austria,152,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,317,UK_Card,4.0,1,2
2354,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,3408,Goldcard,5.0,0,1
2355,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,3408,UK_Card,1.0,0,1
2356,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,3409,UK_Card,3.0,1,1
2357,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,7997,UK_Card,3.0,1,1
2358,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,10235,UK_Card,2.0,0,2
2359,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,10236,UK_Card,1.0,0,1
2360,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16039,UK_Card,1.0,0,1
2361,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,18761,Simplecard,0.5,0,1
2362,Austria,152,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,25627,UK_Card,5.0,1,3
2363,Austria,152,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,406,Simplecard,0.5,0,1
2364,Austria,152,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,406,UK_Card,6.0,1,4
2365,Austria,153,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,238,Simplecard,1.0,0,2
2366,Austria,153,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,238,UK_Card,2.0,0,2
2367,Austria,153,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,4614,Goldcard,5.0,0,1
2368,Austria,153,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,4614,UK_Card,1.0,0,1
2369,Austria,153,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,9425,Goldcard,10.0,1,1
2370,Austria,153,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,25101,UK_Card,6.0,1,4
2371,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,851,UK_Card,3.0,1,1
2372,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,5386,UK_Card,4.0,1,2
2373,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7156,Simplecard,0.5,0,1
2374,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7156,UK_Card,1.0,0,1
2375,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,11173,Goldcard,10.0,1,1
2376,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12603,UK_Card,3.0,0,3
2377,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20449,UK_Card,1.0,0,1
2378,Austria,153,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,22711,Moneycard,2.0,0,1
2379,Austria,153,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,5669,UK_Card,3.0,1,1
2380,Austria,153,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,12260,Simplecard,0.5,0,1
2381,Austria,153,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,12260,UK_Card,3.0,0,3
2382,Austria,153,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,17048,Simplecard,0.5,0,1
2383,Austria,153,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19691,Simplecard,0.5,0,1
2384,Austria,153,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,25149,Simplecard,1.0,0,2
2385,Austria,153,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,25149,UK_Card,3.0,1,1
2386,Austria,153,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,21854,Simplecard,0.5,0,1
2387,Austria,153,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,24550,Moneycard,4.0,0,2
2388,Austria,153,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,24550,Simplecard,0.5,0,1
2389,Austria,153,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,24550,UK_Card,1.0,0,1
2390,Austria,154,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,4214,Simplecard,1.0,1,1
2391,Austria,154,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,6626,Simplecard,0.5,0,1
2392,Austria,154,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,12071,Simplecard,1.0,1,1
2393,Austria,154,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,12468,UK_Card,2.0,0,2
2394,Austria,154,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,23782,Simplecard,0.5,0,1
2395,Austria,154,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,23782,UK_Card,1.0,0,1
2396,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3723,Goldcard,5.0,0,1
2397,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,11190,UK_Card,1.0,0,1
2398,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13476,UK_Card,1.0,0,1
2399,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,16816,Simplecard,1.0,1,1
2400,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18752,Simplecard,0.5,0,1
2401,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23192,Simplecard,0.5,0,1
2402,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23192,UK_Card,1.0,0,1
2403,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,27373,Simplecard,0.5,0,1
2404,Austria,154,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,27373,UK_Card,5.0,1,3
2405,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,1086,UK_Card,2.0,0,2
2406,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,5798,Goldcard,5.0,0,1
2407,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10518,Moneycard,2.0,0,1
2408,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10518,UK_Card,5.0,1,3
2409,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,23914,Goldcard,5.0,0,1
2410,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,23914,Moneycard,2.0,0,1
2411,Austria,154,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,23914,Simplecard,0.5,0,1
2412,Austria,154,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,13868,Moneycard,2.0,0,1
2413,Austria,154,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,13868,Simplecard,0.5,0,1
2414,Austria,154,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,15943,Moneycard,2.0,0,1
2415,Austria,154,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,25195,Moneycard,5.0,1,1
2416,Austria,155,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,24512,UK_Card,3.0,1,1
2417,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1242,Simplecard,1.0,1,1
2418,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1242,UK_Card,1.0,0,1
2419,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7406,Simplecard,0.5,0,1
2420,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,11897,Moneycard,2.0,0,1
2421,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13139,Simplecard,1.0,1,1
2422,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17232,Simplecard,1.0,0,2
2423,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18373,Moneycard,2.0,0,1
2424,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18373,UK_Card,5.0,1,3
2425,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18755,Moneycard,2.0,0,1
2426,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19899,Simplecard,0.5,0,1
2427,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20220,Simplecard,0.5,0,1
2428,Austria,155,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,22526,Moneycard,5.0,1,1
2429,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,2864,Simplecard,0.5,0,1
2430,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,9259,Simplecard,0.5,0,1
2431,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,9259,UK_Card,3.0,1,1
2432,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,9959,Goldcard,5.0,0,1
2433,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16120,UK_Card,4.0,1,2
2434,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16358,UK_Card,4.0,1,2
2435,Austria,155,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19206,UK_Card,3.0,1,1
2436,Austria,155,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,7718,Moneycard,5.0,1,1
2437,Austria,156,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,16723,UK_Card,3.0,1,1
2438,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1393,Moneycard,2.0,0,1
2439,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1393,UK_Card,2.0,0,2
2440,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3985,UK_Card,3.0,1,1
2441,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,8349,UK_Card,4.0,1,2
2442,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9925,UK_Card,1.0,0,1
2443,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,14079,Simplecard,0.5,0,1
2444,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17868,Goldcard,10.0,1,1
2445,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20512,Simplecard,0.5,0,1
2446,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20512,UK_Card,6.0,1,4
2447,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21471,Simplecard,0.5,0,1
2448,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21471,UK_Card,1.0,0,1
2449,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21817,UK_Card,3.0,1,1
2450,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,25807,UK_Card,3.0,1,1
2451,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,26577,Simplecard,1.0,1,1
2452,Austria,156,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,26577,UK_Card,2.0,0,2
2453,Austria,156,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,565,Goldcard,5.0,0,1
2454,Austria,156,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,565,Moneycard,2.0,0,1
2455,Austria,156,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,565,UK_Card,4.0,1,2
2456,Austria,156,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10940,Simplecard,0.5,0,1
2457,Austria,156,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,15875,Simplecard,0.5,0,1
2458,Austria,156,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,15875,UK_Card,2.0,0,2
